timestamp,open,close,high,low,volume,EMA20,EMA50,EMA100,EMA200,Bollinger_high,Bollinger_low,ATR14,ADX14,RSI_7,RSI_50,Stochastic,Ichimoku
2024-06-15 00:59:00,212.565,212.52,212.58791,212.35001,1061034,212.20664,212.14069,212.11069,212.18255,nan,nan,0.19634,23.88472,70.81228,54.92882,{'slow_d': '96.72195', 'slow_k': '94.18605'},{'chikou_span': '212.52', 'kijun_sen': '212.00395', 'senkou_span_a': '212.1525', 'senkou_span_b': '212.095', 'tenkan_sen': '212.11395'}
2024-06-15 00:58:00,212.5,212.565,212.58,212.49001,479071,212.17365,212.1252,212.10243,212.17916,nan,nan,0.19314,24.86173,75.68065,55.51867,{'slow_d': '96.53851', 'slow_k': '98.70695'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.15', 'senkou_span_b': '212.095', 'tenkan_sen': '212.11'}
2024-06-15 00:57:00,212.44501,212.49001,212.5,212.311,339171,212.13246,212.10725,212.09308,212.17528,nan,nan,0.20107,24.95332,73.03199,54.72456,{'slow_d': '95.2559', 'slow_k': '97.27285'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.15', 'senkou_span_b': '212.095', 'tenkan_sen': '211.995'}
2024-06-15 00:56:00,212.435,212.45,212.52,212.4138,448005,212.09482,212.09163,212.08506,212.17212,nan,nan,0.202,25.42405,71.61857,54.29802,{'slow_d': '90.88477', 'slow_k': '93.63573'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.13', 'senkou_span_b': '212.06', 'tenkan_sen': '211.97'}
2024-06-15 00:55:00,212.28,212.435,212.49001,212.2701,374658,212.05743,212.077,212.07769,212.16933,nan,nan,0.20937,25.18324,71.13238,54.13927,{'slow_d': '88.75448', 'slow_k': '94.85911'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.13', 'senkou_span_b': '212.035', 'tenkan_sen': '211.955'}
2024-06-15 00:54:00,212.28,212.27,212.42999,212.16,478756,212.01769,212.06239,212.07047,212.16666,nan,nan,0.20855,25.04849,65.57162,52.35528,{'slow_d': '79.30054', 'slow_k': '84.15948'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.08873', 'senkou_span_b': '212.015', 'tenkan_sen': '211.925'}
2024-06-15 00:53:00,212.075,212.27499,212.28,212.07001,259030,211.99113,212.05392,212.06644,212.16562,nan,nan,0.20383,25.15046,65.90068,52.41571,{'slow_d': '65.46051', 'slow_k': '87.24484'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.06873', 'senkou_span_b': '212.015', 'tenkan_sen': '211.85'}
2024-06-15 00:52:00,211.83501,212.075,212.1599,211.83,329130,211.96125,212.04489,212.06223,212.16452,nan,nan,0.20336,25.92691,58.79688,50.15588,{'slow_d': '57.22668', 'slow_k': '66.4973'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.03998', 'senkou_span_b': '212.015', 'tenkan_sen': '211.805'}
2024-06-15 00:51:00,212.06,211.84,212.1599,211.64,282067,211.94928,212.04367,212.06197,212.16542,nan,nan,0.19362,27.366,47.85612,47.27237,{'slow_d': '41.62584', 'slow_k': '42.63938'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.03498', 'senkou_span_b': '212.015', 'tenkan_sen': '211.815'}
2024-06-15 00:50:00,211.655,212.05,212.19,211.64,501494,211.96078,212.05198,212.06645,212.16869,nan,nan,0.16852,28.9158,60.07489,49.79519,{'slow_d': '29.28815', 'slow_k': '62.54336'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.02248', 'senkou_span_b': '212.015', 'tenkan_sen': '211.88005'}
2024-06-15 00:49:00,211.48,211.64999,211.66,211.47,216464,211.95139,212.05206,212.06679,212.16988,nan,nan,0.13918,30.58481,31.53541,44.24049,{'slow_d': '11.43733', 'slow_k': '19.69477'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.02248', 'senkou_span_b': '212.015', 'tenkan_sen': '211.8925'}
2024-06-15 00:48:00,211.53,211.4857,211.55,211.42,269943,211.98312,212.06847,212.07521,212.17511,nan,nan,0.13527,30.04047,8.51253,41.6416,{'slow_d': '8.58323', 'slow_k': '5.62633'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.00748', 'senkou_span_b': '212.015', 'tenkan_sen': '211.91'}
2024-06-15 00:47:00,211.53999,211.52499,211.5764,211.44,226298,212.03547,212.09226,212.08711,212.18203,nan,nan,0.13567,28.3656,9.14277,42.10151,{'slow_d': '10.56102', 'slow_k': '8.99089'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.02872', 'senkou_span_b': '212.015', 'tenkan_sen': '211.9125'}
2024-06-15 00:46:00,211.55499,211.55,211.595,211.465,242834,212.08921,212.11541,212.09847,212.18864,nan,nan,0.13562,26.62738,9.52761,42.39357,{'slow_d': '7.78949', 'slow_k': '11.13245'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.0567', 'senkou_span_b': '212.015', 'tenkan_sen': '211.9125'}
2024-06-15 00:45:00,211.85001,211.55499,211.8595,211.42,368909,212.14597,212.13849,212.10955,212.19506,nan,nan,0.13605,24.83439,9.59669,42.45115,{'slow_d': '5.09161', 'slow_k': '11.55972'},{'chikou_span': '212.52', 'kijun_sen': '212.0039', 'senkou_span_a': '212.0572', 'senkou_span_b': '212.015', 'tenkan_sen': '211.92365'}
2024-06-15 00:44:00,212.06,211.855,212.065,211.85001,162396,212.20818,212.1623,212.12075,212.20149,nan,nan,0.11271,22.90347,15.32195,46.14401,{'slow_d': '1.67419', 'slow_k': '0.67629'},{'chikou_span': '212.52', 'kijun_sen': '212.2189', 'senkou_span_a': '212.06495', 'senkou_span_b': '212.015', 'tenkan_sen': '212.2189'}
2024-06-15 00:43:00,212.21001,212.06149,212.21001,212.045,160231,212.24535,212.17485,212.12612,212.20497,nan,nan,0.10484,22.55772,23.64415,49.02052,{'slow_d': '13.91253', 'slow_k': '3.03882'},{'chikou_span': '212.52', 'kijun_sen': '212.1939', 'senkou_span_a': '212.07498', 'senkou_span_b': '212.02499', 'tenkan_sen': '212.3164'}
2024-06-15 00:42:00,212.3401,212.21001,212.3401,212.205,124755,212.26471,212.17947,212.12743,212.20641,nan,nan,0.10021,23.49164,35.54627,51.27331,{'slow_d': '29.65402', 'slow_k': '1.30745'},{'chikou_span': '212.52', 'kijun_sen': '212.1939', 'senkou_span_a': '212.08747', 'senkou_span_b': '212.03284', 'tenkan_sen': '212.3964'}
2024-06-15 00:41:00,212.36189,212.345,212.36501,212.34,113541,212.27046,212.17823,212.12576,212.20638,nan,nan,0.09715,24.60551,58.48309,53.46189,{'slow_d': '45.23714', 'slow_k': '37.3913'},{'chikou_span': '212.52', 'kijun_sen': '212.1939', 'senkou_span_a': '212.09748', 'senkou_span_b': '212.03284', 'tenkan_sen': '212.4014'}
2024-06-15 00:40:00,212.355,212.36011,212.39999,212.34,104687,212.26262,212.17142,212.12133,212.20498,212.80109220518924,211.3556357948108,0.1027,24.08874,62.34151,53.71332,{'slow_d': '51.29837', 'slow_k': '50.26332'},{'chikou_span': '212.52', 'kijun_sen': '212.1939', 'senkou_span_a': '212.09748', 'senkou_span_b': '212.03284', 'tenkan_sen': '212.4014'}
2024-06-15 00:39:00,212.34,212.35001,212.405,212.33,121256,212.25236,212.16372,212.11651,212.20343,212.7754117564889,211.3643172435111,0.10598,23.53221,60.86152,53.57023,{'slow_d': '53.3296', 'slow_k': '48.0568'},{'chikou_span': '212.52', 'kijun_sen': '212.1939', 'senkou_span_a': '212.09998', 'senkou_span_b': '212.03284', 'tenkan_sen': '212.3989'}
2024-06-15 00:38:00,212.34,212.34,212.35001,212.28,71431,212.24208,212.15612,212.11179,212.20195,212.7389478639761,211.37828113602396,0.10837,22.93287,59.50994,53.43042,{'slow_d': '60.79297', 'slow_k': '55.57501'},{'chikou_span': '212.52', 'kijun_sen': '212.1939', 'senkou_span_a': '212.15998', 'senkou_span_b': '212.03284', 'tenkan_sen': '212.3989'}
